,Date,Year,Month,Day,MaxTemp,MinTemp,Rain,Snow,SnowDepth,Wind,PeakTwoMinWind,PeakWindDirection,PeakGust,fog_wt01,thunder_wt03,hail_wt05,haze_wt08,blowing_snow_wt09,funnel_cloud_wt10,damaging_wind_wt11,rain_wt16,freezing_rain_wt17,snow_wt18,HighWaterLevel,MeanWaterLevel,LowWaterLevel
9454,"""1984-11-18""",1984,11,18,3.3,-3.3,0,0,0,4.1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.135,176.931,176.73
9455,"""1984-11-19""",1984,11,19,2.8,-5,0,0,0,6.1,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,177.135,176.931,176.73
9456,"""1984-11-20""",1984,11,20,2.8,-7.8,0,0,0,3.2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.135,176.931,176.73
9457,"""1984-11-21""",1984,11,21,3.3,-8.9,0,0,0,2.3,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.135,176.931,176.73
9458,"""1984-11-22""",1984,11,22,5.6,-5,0,0,0,5.8,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.135,176.931,176.73
9459,"""1984-11-23""",1984,11,23,9.4,-5,0,0,0,2.1,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,177.135,176.931,176.73
9460,"""1984-11-24""",1984,11,24,12.2,-3.3,0,0,0,3.2,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,177.135,176.931,176.73
9461,"""1984-11-25""",1984,11,25,12.2,-1.1,0,0,0,3.8,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,177.135,176.931,176.73
9462,"""1984-11-26""",1984,11,26,17.8,7.2,3.8,0,0,6.2,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,177.135,176.931,176.73
9463,"""1984-11-27""",1984,11,27,14.4,1.7,27.7,0,0,7.4,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,177.135,176.931,176.73
9464,"""1984-11-28""",1984,11,28,1.7,-2.8,0,0,0,5.3,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.135,176.931,176.73
9465,"""1984-11-29""",1984,11,29,8.3,-2.8,0,0,0,3.9,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.135,176.931,176.73
9466,"""1984-11-30""",1984,11,30,5.6,-1.1,0,0,0,3.7,NA,NA,NA,1,0,0,0,0,0,0,1,0,0,177.135,176.931,176.73
9467,"""1984-12-01""",1984,12,1,2.2,-5,0,0,0,4,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.065,176.883,176.553
9468,"""1984-12-02""",1984,12,2,6.7,-2.8,2.8,0,0,5.6,NA,NA,NA,1,0,0,0,0,0,0,1,0,1,177.065,176.883,176.553
9469,"""1984-12-03""",1984,12,3,-2.8,-8.9,0,0,0,7.7,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.065,176.883,176.553
9470,"""1984-12-04""",1984,12,4,-4.4,-11.1,0,0,0,4.2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.065,176.883,176.553
9471,"""1984-12-05""",1984,12,5,-2.2,-11.7,0.3,5,0,3.8,NA,NA,NA,0,0,0,1,0,0,0,0,0,1,177.065,176.883,176.553
9472,"""1984-12-06""",1984,12,6,-6.1,-13.3,0,0,0,6.9,NA,NA,NA,0,0,0,0,1,0,0,0,0,1,177.065,176.883,176.553
9473,"""1984-12-07""",1984,12,7,-2.8,-13.9,0,0,0,6.1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.065,176.883,176.553
9474,"""1984-12-08""",1984,12,8,8.9,-6.7,0,0,0,2.5,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.065,176.883,176.553
9475,"""1984-12-09""",1984,12,9,6.1,-5.6,2,0,0,2.6,NA,NA,NA,1,0,0,1,0,0,0,1,0,0,177.065,176.883,176.553
9476,"""1984-12-10""",1984,12,10,7.8,0,0,0,0,3.3,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,177.065,176.883,176.553
9477,"""1984-12-11""",1984,12,11,6.1,-1.1,2.8,0,0,6.2,NA,NA,NA,1,0,0,1,0,0,0,1,0,0,177.065,176.883,176.553
9478,"""1984-12-12""",1984,12,12,8.3,0,5.3,0,0,4.6,NA,NA,NA,1,0,0,0,0,0,0,1,0,0,177.065,176.883,176.553
9479,"""1984-12-13""",1984,12,13,2.8,0,4.1,3,0,6.7,NA,NA,NA,0,0,0,0,0,0,0,1,0,1,177.065,176.883,176.553
9480,"""1984-12-14""",1984,12,14,7.2,0,6.6,0,0,5.6,NA,NA,NA,1,0,0,0,0,0,0,1,0,0,177.065,176.883,176.553
9481,"""1984-12-15""",1984,12,15,10,0.6,0,0,0,3.4,NA,NA,NA,1,0,0,0,0,0,0,1,0,0,177.065,176.883,176.553
9482,"""1984-12-16""",1984,12,16,15.6,2.8,0.3,0,0,8.7,NA,NA,NA,1,0,0,0,0,0,0,1,0,0,177.065,176.883,176.553
9483,"""1984-12-17""",1984,12,17,6.7,-3.3,0,0,0,3.9,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,177.065,176.883,176.553
9484,"""1984-12-18""",1984,12,18,-0.6,-8.9,0,0,0,3.6,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.065,176.883,176.553
9485,"""1984-12-19""",1984,12,19,-1.1,-5.6,3.6,13,0,5.3,NA,NA,NA,1,0,0,0,0,0,0,1,1,1,177.065,176.883,176.553
9486,"""1984-12-20""",1984,12,20,0,-10,0,0,0,3.3,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.065,176.883,176.553
9487,"""1984-12-21""",1984,12,21,13.3,-1.1,11.9,0,0,8,NA,NA,NA,1,0,0,0,0,0,0,1,0,0,177.065,176.883,176.553
9488,"""1984-12-22""",1984,12,22,0.6,-7.2,0,0,0,6.2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.065,176.883,176.553
9489,"""1984-12-23""",1984,12,23,6.1,-6.7,0,0,0,6.4,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.065,176.883,176.553
9490,"""1984-12-24""",1984,12,24,-2.2,-17.8,3.3,25,0,6.6,NA,NA,NA,0,0,0,0,1,0,0,0,0,1,177.065,176.883,176.553
9491,"""1984-12-25""",1984,12,25,-7.2,-19.4,0,0,25,5.5,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.065,176.883,176.553
9492,"""1984-12-26""",1984,12,26,-1.1,-7.8,4.6,41,0,4.6,NA,NA,NA,1,0,0,0,0,0,0,1,1,1,177.065,176.883,176.553
9493,"""1984-12-27""",1984,12,27,9.4,-1.1,0,0,25,4,NA,NA,NA,1,0,0,0,0,0,0,1,0,0,177.065,176.883,176.553
9494,"""1984-12-28""",1984,12,28,20.6,9.4,1.3,0,0,10.2,NA,NA,NA,1,0,0,0,0,0,0,1,0,0,177.065,176.883,176.553
9495,"""1984-12-29""",1984,12,29,17.2,-2.2,5.8,0,0,5.9,NA,NA,NA,1,0,0,0,0,0,0,1,0,0,177.065,176.883,176.553
9496,"""1984-12-30""",1984,12,30,1.1,-5,0,0,0,3.8,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.065,176.883,176.553
9497,"""1984-12-31""",1984,12,31,2.2,-0.6,19.6,81,0,7,NA,NA,NA,1,0,0,0,0,0,0,1,0,1,177.065,176.883,176.553
9498,"""1985-01-01""",1985,1,1,0,-12.2,15.5,109,178,6.9,NA,NA,NA,1,0,0,0,1,0,0,1,0,1,177.086,176.903,176.739
9499,"""1985-01-02""",1985,1,2,-10,-19.4,0,0,178,3.2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.086,176.903,176.739
9500,"""1985-01-03""",1985,1,3,-6.7,-21.1,0,0,152,2.7,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.086,176.903,176.739
9501,"""1985-01-04""",1985,1,4,-2.2,-17.2,0,0,152,4.2,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,177.086,176.903,176.739
9502,"""1985-01-05""",1985,1,5,1.1,-4.4,0,0,152,4.8,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.086,176.903,176.739
9503,"""1985-01-06""",1985,1,6,1.7,-3.3,0,0,127,6.2,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,177.086,176.903,176.739
9504,"""1985-01-07""",1985,1,7,0.6,-1.1,0,0,102,5.4,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,177.086,176.903,176.739
9505,"""1985-01-08""",1985,1,8,-1.1,-11.1,0.3,3,76,5.4,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,177.086,176.903,176.739
9506,"""1985-01-09""",1985,1,9,-3.9,-11.1,0,0,76,4.3,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,177.086,176.903,176.739
9507,"""1985-01-10""",1985,1,10,-3.9,-7.2,5.6,112,127,4.5,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,177.086,176.903,176.739
9508,"""1985-01-11""",1985,1,11,-4.4,-14.4,2.5,48,229,5.1,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,177.086,176.903,176.739
9509,"""1985-01-12""",1985,1,12,-10,-18.3,0,0,152,6.4,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.086,176.903,176.739
9510,"""1985-01-13""",1985,1,13,-1.7,-12.8,0,0,152,8.5,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.086,176.903,176.739
9511,"""1985-01-14""",1985,1,14,0.6,-16.1,0.3,3,127,7.7,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,177.086,176.903,176.739
9512,"""1985-01-15""",1985,1,15,-10.6,-20,0,0,102,2.8,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.086,176.903,176.739
9513,"""1985-01-16""",1985,1,16,-5.6,-11.7,3.6,46,76,4.8,NA,NA,NA,1,0,0,0,0,0,0,1,0,1,177.086,176.903,176.739
9514,"""1985-01-17""",1985,1,17,-5.6,-11.1,2.5,36,152,5.3,NA,NA,NA,1,0,0,1,0,0,0,0,0,1,177.086,176.903,176.739
9515,"""1985-01-18""",1985,1,18,-4.4,-12.2,1.8,33,178,5.8,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,177.086,176.903,176.739
9516,"""1985-01-19""",1985,1,19,-12.2,-30.6,0,0,178,7.7,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,177.086,176.903,176.739
9517,"""1985-01-20""",1985,1,20,-20,-32.8,0,0,178,8.3,NA,NA,NA,0,0,0,1,1,0,0,0,0,1,177.086,176.903,176.739
9518,"""1985-01-21""",1985,1,21,-7.8,-21.1,0,0,178,6.8,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,177.086,176.903,176.739
9519,"""1985-01-22""",1985,1,22,-6.7,-11.7,0,0,178,6.4,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.086,176.903,176.739
9520,"""1985-01-23""",1985,1,23,-3.9,-9.4,0,0,178,7.6,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.086,176.903,176.739
9521,"""1985-01-24""",1985,1,24,-2.8,-5.6,2,30,178,6.2,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,177.086,176.903,176.739
9522,"""1985-01-25""",1985,1,25,-2.2,-18.3,0.8,25,203,9.3,NA,NA,NA,0,0,0,0,1,0,0,0,0,1,177.086,176.903,176.739
9523,"""1985-01-26""",1985,1,26,-6.7,-21.1,0,0,203,5.8,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.086,176.903,176.739
9524,"""1985-01-27""",1985,1,27,-1.1,-10.6,0,0,178,6.2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.086,176.903,176.739
9525,"""1985-01-28""",1985,1,28,-6.7,-16.7,0,0,152,3.6,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.086,176.903,176.739
9526,"""1985-01-29""",1985,1,29,-5.6,-17.8,0,0,127,3.2,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,177.086,176.903,176.739
9527,"""1985-01-30""",1985,1,30,-1.7,-8.9,2.3,30,127,3.8,NA,NA,NA,1,0,0,1,0,0,0,0,0,1,177.086,176.903,176.739
9528,"""1985-01-31""",1985,1,31,-8.9,-24.4,0.5,5,152,5.7,NA,NA,NA,1,0,0,0,1,0,0,0,0,1,177.086,176.903,176.739
9529,"""1985-02-01""",1985,2,1,-15.6,-25.6,0,0,152,3.4,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.013,176.868,176.721
9530,"""1985-02-02""",1985,2,2,-13.9,-23.9,0,0,127,3.6,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.013,176.868,176.721
9531,"""1985-02-03""",1985,2,3,-9.4,-24.4,0,0,127,3.7,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.013,176.868,176.721
9532,"""1985-02-04""",1985,2,4,-7.2,-21.7,5.3,71,127,3.5,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,177.013,176.868,176.721
9533,"""1985-02-05""",1985,2,5,-5.6,-15.6,3,41,229,2.6,NA,NA,NA,1,0,0,1,0,0,0,0,0,1,177.013,176.868,176.721
9534,"""1985-02-06""",1985,2,6,-7.2,-18.3,0,0,229,4.3,NA,NA,NA,1,0,0,1,0,0,0,0,0,1,177.013,176.868,176.721
9535,"""1985-02-07""",1985,2,7,-7.2,-18.9,0,0,203,4.8,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,177.013,176.868,176.721
9536,"""1985-02-08""",1985,2,8,-7.8,-21.1,0,0,203,2.5,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.013,176.868,176.721
9537,"""1985-02-09""",1985,2,9,-5,-16.1,0,0,178,4.3,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,177.013,176.868,176.721
9538,"""1985-02-10""",1985,2,10,-2.2,-6.7,5.1,56,178,4.8,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,177.013,176.868,176.721
9539,"""1985-02-11""",1985,2,11,-2.8,-5,10.9,127,279,8.6,NA,NA,NA,1,0,0,0,1,0,0,0,0,1,177.013,176.868,176.721
9540,"""1985-02-12""",1985,2,12,-3.9,-8.3,3,25,356,11.1,NA,NA,NA,1,0,0,0,1,0,0,0,0,1,177.013,176.868,176.721
9541,"""1985-02-13""",1985,2,13,-5,-12.8,0,0,356,7.8,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,177.013,176.868,176.721
9542,"""1985-02-14""",1985,2,14,-7.2,-15.6,1.5,15,356,6.1,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,177.013,176.868,176.721
9543,"""1985-02-15""",1985,2,15,-11.1,-17.8,0,0,381,5.1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.013,176.868,176.721
9544,"""1985-02-16""",1985,2,16,-2.2,-13.3,0,0,356,6.9,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.013,176.868,176.721
9545,"""1985-02-17""",1985,2,17,2.2,-5,0,0,305,6.3,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.013,176.868,176.721
9546,"""1985-02-18""",1985,2,18,3.9,-6.7,0,3,229,8.1,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,177.013,176.868,176.721
9547,"""1985-02-19""",1985,2,19,-1.1,-12.2,0,0,178,3.9,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.013,176.868,176.721
9548,"""1985-02-20""",1985,2,20,5.6,-7.2,0,0,152,4.4,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,177.013,176.868,176.721
9549,"""1985-02-21""",1985,2,21,6.1,2.8,5.1,0,102,6.6,NA,NA,NA,1,0,0,0,0,0,0,1,0,0,177.013,176.868,176.721
9550,"""1985-02-22""",1985,2,22,7.8,3.9,13.5,0,25,2.9,NA,NA,NA,1,1,0,0,0,0,0,1,0,0,177.013,176.868,176.721
9551,"""1985-02-23""",1985,2,23,10,0.6,36.8,0,0,3.2,NA,NA,NA,1,1,0,0,0,0,0,1,0,0,177.013,176.868,176.721
9552,"""1985-02-24""",1985,2,24,3.9,0,3.6,0,0,4.2,NA,NA,NA,1,0,0,0,0,0,0,1,0,1,177.013,176.868,176.721
9553,"""1985-02-25""",1985,2,25,3.3,0,0,0,0,5,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.013,176.868,176.721
9554,"""1985-02-26""",1985,2,26,5,-3.3,0,0,0,6,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,177.013,176.868,176.721
9555,"""1985-02-27""",1985,2,27,0.6,-6.1,0,0,0,4.7,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,177.013,176.868,176.721
9556,"""1985-02-28""",1985,2,28,7.2,-5.6,0,0,0,7.6,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.013,176.868,176.721
9557,"""1985-03-01""",1985,3,1,6.1,0.6,0.8,0,0,5.5,NA,NA,NA,1,0,0,1,0,0,0,1,0,0,177.166,176.966,176.58
9558,"""1985-03-02""",1985,3,2,5.6,-2.8,0,0,0,4.9,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.166,176.966,176.58
9559,"""1985-03-03""",1985,3,3,2.2,-1.7,16.3,8,0,9,NA,NA,NA,1,0,0,0,0,0,0,1,1,1,177.166,176.966,176.58
9560,"""1985-03-04""",1985,3,4,11.1,-3.3,44.5,0,0,8.6,NA,NA,NA,1,0,0,0,0,0,0,1,1,1,177.166,176.966,176.58
9561,"""1985-03-05""",1985,3,5,-1.7,-7.2,0,0,0,7.6,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,177.166,176.966,176.58
9562,"""1985-03-06""",1985,3,6,2.2,-5,0,0,0,3.8,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.166,176.966,176.58
9563,"""1985-03-07""",1985,3,7,6.7,-0.6,0,0,0,5.1,NA,NA,NA,1,0,0,0,0,0,0,1,0,0,177.166,176.966,176.58
9564,"""1985-03-08""",1985,3,8,11.1,1.1,0,0,0,4.1,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,177.166,176.966,176.58
9565,"""1985-03-09""",1985,3,9,12.2,-1.7,0,0,0,3.1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.166,176.966,176.58
9566,"""1985-03-10""",1985,3,10,17.8,0,0,0,0,5,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.166,176.966,176.58
9567,"""1985-03-11""",1985,3,11,10.6,2.2,1.8,0,0,5.6,NA,NA,NA,1,0,0,1,0,0,0,1,0,0,177.166,176.966,176.58
9568,"""1985-03-12""",1985,3,12,9.4,0.6,0,0,0,6.6,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.166,176.966,176.58
9569,"""1985-03-13""",1985,3,13,3.3,0,5.1,0,0,4.7,NA,NA,NA,1,0,0,0,0,0,0,1,0,1,177.166,176.966,176.58
9570,"""1985-03-14""",1985,3,14,8.9,-2.8,0,0,0,4.9,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.166,176.966,176.58
9571,"""1985-03-15""",1985,3,15,9.4,-3.3,0,0,0,3.1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.166,176.966,176.58
9572,"""1985-03-16""",1985,3,16,10.6,-1.1,0,0,0,6.5,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.166,176.966,176.58
9573,"""1985-03-17""",1985,3,17,3.9,-6.7,0,0,0,5.5,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,177.166,176.966,176.58
9574,"""1985-03-18""",1985,3,18,7.2,-7.8,0,0,0,4.3,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.166,176.966,176.58
9575,"""1985-03-19""",1985,3,19,17.2,2.8,0,0,0,5.6,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.166,176.966,176.58
9576,"""1985-03-20""",1985,3,20,6.1,-3.3,0,0,0,5.5,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.166,176.966,176.58
9577,"""1985-03-21""",1985,3,21,9.4,-3.3,0,0,0,5.1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.166,176.966,176.58
9578,"""1985-03-22""",1985,3,22,8.3,-3.3,0,0,0,4.7,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.166,176.966,176.58
9579,"""1985-03-23""",1985,3,23,6.7,3.3,4.3,0,0,3.4,NA,NA,NA,1,0,0,1,0,0,0,1,0,0,177.166,176.966,176.58
9580,"""1985-03-24""",1985,3,24,5.6,1.7,1.3,0,0,4.7,NA,NA,NA,1,0,0,0,0,0,0,1,0,0,177.166,176.966,176.58
9581,"""1985-03-25""",1985,3,25,6.7,0,0,0,0,3.1,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,177.166,176.966,176.58
9582,"""1985-03-26""",1985,3,26,18.3,-0.6,0,0,0,7.2,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,177.166,176.966,176.58
9583,"""1985-03-27""",1985,3,27,21.1,12.2,10.4,0,0,6.2,NA,NA,NA,1,1,0,0,0,0,0,1,0,0,177.166,176.966,176.58
9584,"""1985-03-28""",1985,3,28,15,4.4,23.6,0,0,4.5,NA,NA,NA,1,1,0,0,0,0,0,1,0,0,177.166,176.966,176.58
9585,"""1985-03-29""",1985,3,29,13.9,1.7,0.5,0,0,4.6,NA,NA,NA,1,0,0,0,0,0,0,1,0,0,177.166,176.966,176.58
9586,"""1985-03-30""",1985,3,30,3.3,0,5.1,0,0,8.2,NA,NA,NA,1,0,0,0,0,0,0,1,0,1,177.166,176.966,176.58
9587,"""1985-03-31""",1985,3,31,9.4,-0.6,6.6,0,0,9.1,NA,NA,NA,1,0,0,0,0,0,0,1,0,1,177.166,176.966,176.58
9588,"""1985-04-01""",1985,4,1,5,-1.1,0,0,0,6.4,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,177.288,177.123,176.745
9589,"""1985-04-02""",1985,4,2,10,-3.9,1.8,0,0,5.7,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,177.288,177.123,176.745
9590,"""1985-04-03""",1985,4,3,15.6,4.4,0,0,0,5.3,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.288,177.123,176.745
9591,"""1985-04-04""",1985,4,4,12.8,2.8,0.5,0,0,3.9,NA,NA,NA,0,1,0,0,0,0,0,1,0,0,177.288,177.123,176.745
9592,"""1985-04-05""",1985,4,5,3.9,0.6,11.2,0,0,4.7,NA,NA,NA,1,0,0,0,0,0,0,1,0,1,177.288,177.123,176.745
9593,"""1985-04-06""",1985,4,6,7.2,0.6,0.5,0,0,7,NA,NA,NA,1,0,0,0,0,0,0,1,0,1,177.288,177.123,176.745
9594,"""1985-04-07""",1985,4,7,7.8,-2.2,0.3,0,0,4.2,NA,NA,NA,0,0,0,0,0,0,0,1,0,1,177.288,177.123,176.745
9595,"""1985-04-08""",1985,4,8,4.4,-3.9,0.5,0,0,4.6,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,177.288,177.123,176.745
9596,"""1985-04-09""",1985,4,9,5.6,-6.1,0,0,0,3.8,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.288,177.123,176.745
9597,"""1985-04-10""",1985,4,10,12.8,-1.7,0,0,0,7.1,NA,NA,NA,1,0,0,0,0,0,0,1,0,0,177.288,177.123,176.745
9598,"""1985-04-11""",1985,4,11,15.6,6.1,0,0,0,2.7,NA,NA,NA,1,0,0,1,0,0,0,1,0,0,177.288,177.123,176.745
9599,"""1985-04-12""",1985,4,12,24.4,6.1,0,0,0,4,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,177.288,177.123,176.745
9600,"""1985-04-13""",1985,4,13,21.7,12.2,2.3,0,0,4.4,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,177.288,177.123,176.745
9601,"""1985-04-14""",1985,4,14,15,8.3,3.8,0,0,2.8,NA,NA,NA,1,0,0,0,0,0,0,1,0,0,177.288,177.123,176.745
9602,"""1985-04-15""",1985,4,15,18.3,7.8,0,0,0,2.3,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,177.288,177.123,176.745
9603,"""1985-04-16""",1985,4,16,13.9,2.8,0,0,0,7.3,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,177.288,177.123,176.745
9604,"""1985-04-17""",1985,4,17,24.4,3.3,0,0,0,6.7,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.288,177.123,176.745
9605,"""1985-04-18""",1985,4,18,28.3,16.7,0,0,0,7.7,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,177.288,177.123,176.745
9606,"""1985-04-19""",1985,4,19,30,18.3,0,0,0,6.6,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.288,177.123,176.745
9607,"""1985-04-20""",1985,4,20,30.6,17.2,0,0,0,6.2,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,177.288,177.123,176.745
9608,"""1985-04-21""",1985,4,21,31.1,17.2,0,0,0,5.3,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.288,177.123,176.745
9609,"""1985-04-22""",1985,4,22,28.3,18.9,0,0,0,5.1,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,177.288,177.123,176.745
9610,"""1985-04-23""",1985,4,23,25,15,16.5,0,0,5.8,NA,NA,NA,0,1,0,0,0,0,0,1,0,0,177.288,177.123,176.745
9611,"""1985-04-24""",1985,4,24,16.7,6.7,0.3,0,0,4.2,NA,NA,NA,1,0,0,0,0,0,0,1,0,0,177.288,177.123,176.745
9612,"""1985-04-25""",1985,4,25,21.7,5,0,0,0,3,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,177.288,177.123,176.745
9613,"""1985-04-26""",1985,4,26,18.9,5.6,0,0,0,4.7,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.288,177.123,176.745
9614,"""1985-04-27""",1985,4,27,8.9,2.8,0,0,0,5.2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.288,177.123,176.745
9615,"""1985-04-28""",1985,4,28,13.3,3.9,0,0,0,4.5,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.288,177.123,176.745
9616,"""1985-04-29""",1985,4,29,20.6,2.2,0,0,0,2.5,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.288,177.123,176.745
9617,"""1985-04-30""",1985,4,30,23.9,4.4,0,0,0,2.1,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,177.288,177.123,176.745
9618,"""1985-05-01""",1985,5,1,15,8.9,0,0,0,7,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.358,177.231,177.059
9619,"""1985-05-02""",1985,5,2,17.2,4.4,0,0,0,5.9,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.358,177.231,177.059
9620,"""1985-05-03""",1985,5,3,21.7,1.1,0,0,0,1.8,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.358,177.231,177.059
9621,"""1985-05-04""",1985,5,4,24.4,8.9,0,0,0,6.6,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.358,177.231,177.059
9622,"""1985-05-05""",1985,5,5,21.1,13.9,8.4,0,0,4.1,NA,NA,NA,1,0,0,0,0,0,0,1,0,0,177.358,177.231,177.059
9623,"""1985-05-06""",1985,5,6,21.1,7.2,0,0,0,4.3,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,177.358,177.231,177.059
9624,"""1985-05-07""",1985,5,7,22.8,3.3,0.3,0,0,2.4,NA,NA,NA,1,0,0,1,0,0,0,1,0,0,177.358,177.231,177.059
9625,"""1985-05-08""",1985,5,8,22.8,9.4,0,0,0,3.9,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,177.358,177.231,177.059
